date,location,Master_SKU,Master_Name,Product_Family,Type,revenue,cost,quantity,profit,gross_margin_percent,mapping_tier
2026-01-08,The Bowen Freezer,SKU0352,Uncrustable Peanut Butter & Strawberry Jam Sandwich,Uncrustable Peanut Butter & Strawberry Jam Sandwich,Frozen - Meal,2.5,0.62,1,1.88,75.2,direct
2026-01-08,Strictly Cedar Park,SKU0221,Munchies,Munchies,Snack - Energy Bar,1.5,0.46,1,1.04,69.3,direct
2026-01-08,Strictly Cedar Park,SKU0123,Famous Amos,Famous Amos,Snack - Chips,1.5,0.43,1,1.07,71.3,direct
2026-01-09,The Bowen,SKU0109,Diet Coke 16.9oz,Diet Coke 16.9oz,Snack - Chips,6.0,0.74,2,4.52,75.3,direct
2026-01-09,Ryder,SKU0278,Ritz Bits,Ritz Bits,Snack - Candy,1.5,0.38,1,1.12,74.7,direct
2026-01-09,The Nine at West Campus,SKU0177,La Colombe - Mocha,La Colombe - Mocha,Beverage - Coffee,4.0,1.92,1,2.08,52.0,direct
2026-01-09,Goodwin,SKU0211,Miss Vickie's - Smokehouse BBQ,Miss Vickies Variety,Snack - Chips,2.0,0.62,1,1.38,69.0,direct
2026-01-09,The Nine at West Campus,SKU0097,Coca Cola 16.9oz,Coca Cola 16.9oz,Beverage - Soda,3.0,0.74,1,2.26,75.3,direct
2026-01-09,West Bank,SKU0317,Stardust Lunch-To-Go Tuna,Stardust Lunch-To-Go Tuna,Snack - Chips,3.0,1.56,1,1.44,48.0,direct
2026-01-09,The Nine at West Campus,SKU0072,Celsius,Celsius Variety,Frozen - Ice Cream,4.5,1.33,1,3.17,70.4,direct
2026-01-09,The Met,SKU0022,Bai - Strawberry Coconut,Bai Variety,Beverage - Juice,3.0,1.33,1,1.67,55.7,direct
2026-01-09,The Nine at West Campus,SKU0153,Hershey's Cookies 'n Creme,Hershey's Cookies 'n Creme,Snack - Pastry,2.5,0.94,1,1.56,62.4,direct
2026-01-09,The Met Freezer,SKU0361,Van Leeuwen Malted Cookie Dough Shake 14 fl oz,Van Leeuwen Malted Cookie Dough Shake 14 fl oz,Snack - Chips,8.25,5.23,1,3.02,36.6,direct
2026-01-09,The Met,SKU0132,Gatorade Frost - Glacier Freeze,Gatorade Frost - Glacier Freeze,Beverage - Hydration,3.0,0.75,1,2.25,75.0,direct
2026-01-09,The Bowen Freezer,SKU0351,Twix Ice Cream Bar,Twix Ice Cream Bar,Beverage - Energy,3.25,0.82,1,2.43,74.8,direct
2026-01-09,The Nine at West Campus,SKU0295,Smart Water 23.7oz,Smart Water 23.7oz,Frozen - Ice Cream,3.5,1.0,1,2.5,71.4,direct
2026-01-09,The Nine at West Campus,SKU0273,Reese's Peanut Butter Cups,Reese's Peanut Butter Cups,Snack - Chips,2.5,0.94,1,1.56,62.4,direct
2026-01-09,Goodwin,SKU0093,Chomps Jalapeño Beef Stick,Chomps Jalapeño Beef Stick,Frozen - Meal,3.75,1.4,1,2.35,62.7,direct
2026-01-09,The Nine at West Campus,SKU0307,Sour Patch Kids 2oz,Sour Patch Kids 2oz,Beverage - Energy,3.0,0.9,1,2.1,70.0,direct
2026-01-09,The Bowen,SKU0286,San Pellegrino,San Pellegrino,Snack - Candy,3.0,0.9,1,2.1,70.0,direct
2026-01-09,415 Colorado Freezer,SKU0304,Snickers Ice Cream Bar 2oz,Snickers Ice Cream Bar 2oz,Beverage - Soda,3.0,0.52,1,2.48,82.7,direct
2026-01-09,Goodwin,SKU0256,Powerade Zero - Fruit Punch,Powerade Zero Variety,Frozen - Ice Cream,3.0,0.71,1,2.29,76.3,direct
2026-01-09,The Met Freezer,SKU0361,Van Leeuwen Malted Cookie Dough Shake 14 fl oz,Van Leeuwen Malted Cookie Dough Shake 14 fl oz,Snack - Chips,8.25,5.23,1,3.02,36.6,direct
2026-01-09,415 Colorado Freezer,SKU0261,Protein Pints - Peanut Better Cup 1 Pint,Protein Pints - Peanut Better Cup 1 Pint,Beverage - Energy,12.5,7.33,1,5.17,41.4,direct
2026-01-09,415 Colorado,SKU0044,Bloom Energy - Peach Mango,Bloom Variety,Beverage - Energy,4.5,1.33,1,3.17,70.4,direct
2026-01-09,Goodwin,SKU0216,Monster Ultra 16oz,Monster Ultra 16oz,Beverage - Soda,4.25,1.62,1,2.63,61.9,direct
2026-01-09,Goodwin,SKU0205,M&M Peanuts,M&M Peanuts,Frozen - Meal,2.5,1.09,1,1.41,56.4,direct
2026-01-09,West Bank,SKU0151,Harvest Snaps Tomato Basil 1.75 oz,Harvest Snaps Tomato Basil 1.75 oz,Snack - Energy Bar,3.5,1.25,1,2.25,64.3,direct
2026-01-09,Goodwin,SKU0048,Bloom Pop - Shirley Temple,Bloom Pop Variety,Beverage - Soda,2.5,0.5,1,2.0,80.0,direct
2026-01-09,Goodwin,SKU0211,Miss Vickie's - Smokehouse BBQ,Miss Vickies Variety,Snack - Chips,2.0,0.62,1,1.38,69.0,direct
2026-01-09,Strictly Cedar Park,SKU0123,Famous Amos,Famous Amos,Snack - Chips,1.5,0.43,1,1.07,71.3,direct
2026-01-09,Johnstone Metric,SKU0205,M&M Peanuts,M&M Peanuts,Frozen - Meal,2.5,1.09,1,1.41,56.4,direct
2026-01-09,Strictly Breakroom,SKU0243,PopChips - Variety,Popchip Variety,Snack - Chips,2.0,0.62,1,1.38,69.0,direct
2026-01-09,Strictly Breakroom,SKU0356,Uptime - Blood Orange,Uptime Variety,Frozen - Ice Cream,4.25,1.75,1,2.5,58.8,direct
2026-01-09,415 Colorado,SKU0281,Rolled Corn Tortilla Chip Chili & Lime 9oz,Rolled Corn Tortilla Chip Chili & Lime 9oz,Beverage - Soda,6.25,2.99,1,3.26,52.2,direct
2026-01-09,415 Colorado,SKU0349,Twix,Twix,Beverage - Energy,3.0,0.94,1,2.06,68.7,direct
2026-01-09,415 Colorado,SKU0264,Red Bull 12oz,Red Bull 12oz,Frozen - Meal,4.75,2.25,1,2.5,52.6,direct
2026-01-09,The Met,SKU0044,Bloom Energy - Peach Mango,Bloom Variety,Beverage - Energy,4.5,1.33,1,3.17,70.4,direct
2026-01-09,Goodwin,SKU0008,Alani Breezeberry,Alani Variety,Beverage - Energy,4.25,1.25,1,3.0,70.6,direct
2026-01-09,Johnstone Metric,SKU0100,Coke Zero 16.9oz,Coke Zero 16.9oz,Beverage - Water,3.0,0.74,1,2.26,75.3,direct
2026-01-09,The Bowen,SKU0100,Coke Zero 16.9oz,Coke Zero 16.9oz,Beverage - Water,3.0,0.74,1,2.26,75.3,direct
2026-01-09,The Nine at West Campus,SKU0349,Twix,Twix,Beverage - Energy,5.0,0.94,2,3.12,62.4,direct
2026-01-09,The Met,SKU0057,Boom Chicka Pop Sweet & Salty,Boom Chicka Pop Sweet & Salty,Snack - Chips,4.25,1.25,1,3.0,70.6,direct
2026-01-09,The Bowen Freezer,SKU0162,Haagen-Dazs Dulce De Leche,Haagen-Dazs Dulce De Leche,Snack - Energy Bar,8.75,4.58,1,4.17,47.7,direct
2026-01-09,The Bowen Freezer,SKU0233,Oreo Ice Cream,Oreo Ice Cream,Snack - Chips,3.25,0.81,1,2.44,75.1,direct
2026-01-09,415 Colorado,SKU0178,La Colombe - Vanilla,La Colombe - Vanilla,Beverage - Coffee,4.5,1.92,1,2.58,57.3,direct
2026-01-09,415 Colorado,SKU0349,Twix,Twix,Beverage - Energy,3.0,0.94,1,2.06,68.7,direct
2026-01-09,The Bowen,SKU0300,Snapple - Mango Madness,Snapple - Mango Madness,Snack - Candy,3.0,1.18,1,1.82,60.7,direct
2026-01-09,The Bowen,SKU0113,Dr Pepper 16.9oz,Dr Pepper 16.9oz,Snack - Beef Stick,3.0,0.74,1,2.26,75.3,direct
2026-01-09,The Bowen,SKU0086,Chester's Fries Ranch,Chester's Fries Ranch,Snack - Chips,3.0,1.25,1,1.75,58.3,direct
2026-01-09,415 Colorado,SKU0097,Coca Cola 16.9oz,Coca Cola 16.9oz,Beverage - Soda,3.5,0.74,1,2.76,78.9,direct
2026-01-09,The Nine at West Campus,SKU0331,TGI Fridays Potato Skins Jalapeño Cheddar,TGI Fridays Potato Skins Jalapeño Cheddar,Frozen - Ice Cream,3.5,1.25,1,2.25,64.3,direct
2026-01-09,The Met,SKU0091,Chips Ahoy King Size,Chips Ahoy King Size,Snack - Beef Stick,3.5,1.25,1,2.25,64.3,direct
2026-01-09,The Met,SKU0273,Reese's Peanut Butter Cups,Reese's Peanut Butter Cups,Snack - Chips,2.5,0.94,1,1.56,62.4,direct
2026-01-09,The Bowen,SKU0100,Coke Zero 16.9oz,Coke Zero 16.9oz,Beverage - Water,3.0,0.74,1,2.26,75.3,direct
2026-01-09,415 Colorado,SKU0273,Reese's Peanut Butter Cups,Reese's Peanut Butter Cups,Snack - Chips,3.0,0.94,1,2.06,68.7,direct
2026-01-09,415 Colorado,SKU0121,Fairlife,Fairlife,Snack - Chips,13.5,1.89,3,7.83,58.0,direct
2026-01-09,The Nine at West Campus,SKU0113,Dr Pepper 16.9oz,Dr Pepper 16.9oz,Snack - Beef Stick,3.0,0.74,1,2.26,75.3,direct
2026-01-09,The Nine at West Campus,SKU0281,Rolled Corn Tortilla Chip Chili & Lime 9oz,Rolled Corn Tortilla Chip Chili & Lime 9oz,Beverage - Soda,6.25,2.99,1,3.26,52.2,direct
2026-01-09,West Bank,SKU0205,M&M Peanuts,M&M Peanuts,Frozen - Meal,2.5,1.09,1,1.41,56.4,direct
2026-01-09,The Met,SKU0100,Coke Zero 16.9oz,Coke Zero 16.9oz,Beverage - Water,3.0,0.74,1,2.26,75.3,direct
2026-01-09,The Met Freezer,SKU0289,Screamin' Sicilian Supremus Maximus Single 10oz,Screamin' Sicilian Supremus Maximus Single 10oz,Beverage - Water,8.5,4.18,1,4.32,50.8,direct
2026-01-09,The Met Freezer,SKU0161,Hot Pocket Pepperoni Pizza 4.5,Hot Pocket Pepperoni Pizza 4.5,Snack - Beef Stick,3.0,0.79,1,2.21,73.7,direct
2026-01-09,The Met,SKU0153,Hershey's Cookies 'n Creme,Hershey's Cookies 'n Creme,Snack - Pastry,2.5,0.94,1,1.56,62.4,direct
2026-01-09,The Met,SKU0205,M&M Peanuts,M&M Peanuts,Frozen - Meal,2.5,1.09,1,1.41,56.4,direct
2026-01-09,The Met,SKU0091,Chips Ahoy King Size,Chips Ahoy King Size,Snack - Beef Stick,3.5,1.25,1,2.25,64.3,direct
2026-01-09,415 Colorado Freezer,SKU0056,Bola Pizza Sausage & Pepperoni,Bola Pizza Sausage & Pepperoni,Snack - Chips,18.5,12.58,1,5.92,32.0,direct
2026-01-09,415 Colorado,SKU0113,Dr Pepper 16.9oz,Dr Pepper 16.9oz,Snack - Beef Stick,3.25,0.74,1,2.51,77.2,direct
2026-01-09,The Met,SKU0273,Reese's Peanut Butter Cups,Reese's Peanut Butter Cups,Snack - Chips,2.5,0.94,1,1.56,62.4,direct
2026-01-09,The Met,SKU0230,Oreo Cookies,Oreo Cookies,Snack - Chips,2.5,0.45,1,2.05,82.0,direct
2026-01-09,415 Colorado,SKU0256,Powerade Zero - Fruit Punch,Powerade Zero Variety,Frozen - Ice Cream,3.5,0.71,1,2.79,79.7,direct
2026-01-09,Ryder,SKU0153,Hershey's Cookies 'n Creme,Hershey's Cookies 'n Creme,Snack - Pastry,2.0,0.94,1,1.06,53.0,direct
2026-01-09,Ryder,SKU0273,Reese's Peanut Butter Cups,Reese's Peanut Butter Cups,Snack - Chips,2.0,0.94,1,1.06,53.0,direct
2026-01-09,415 Colorado Freezer,SKU0056,Bola Pizza Sausage & Pepperoni,Bola Pizza Sausage & Pepperoni,Snack - Chips,18.5,12.58,1,5.92,32.0,direct
2026-01-09,415 Colorado,SKU0312,Sprite 16.9 oz,Sprite 16.9 oz,Snack - Beef Stick,3.25,0.74,1,2.51,77.2,direct
2026-01-09,415 Colorado,SKU0097,Coca Cola 16.9oz,Coca Cola 16.9oz,Beverage - Soda,3.5,0.74,1,2.76,78.9,direct
2026-01-09,The Met,SKU0100,Coke Zero 16.9oz,Coke Zero 16.9oz,Beverage - Water,3.0,0.74,1,2.26,75.3,direct
2026-01-09,The Met,SKU0256,Powerade Zero - Fruit Punch,Powerade Zero Variety,Frozen - Ice Cream,3.0,0.71,1,2.29,76.3,direct
2026-01-09,The Met,FAMILY_ST._CECILIA_VARIETY,St. Cecilia Variety,St. Cecilia Variety,Snack - Chips,3.5,1.75,1,1.75,50.0,family
2026-01-09,The Met,SKU0025,Baked Fritos Lays Variety,Baked Lay Variety,Snack - Candy,3.5,0.62,1,2.88,82.3,direct
2026-01-09,The Met,SKU0097,Coca Cola 16.9oz,Coca Cola 16.9oz,Beverage - Soda,3.0,0.74,1,2.26,75.3,direct
2026-01-09,West Bank,SKU0243,PopChips - Variety,Popchip Variety,Snack - Chips,2.0,0.62,1,1.38,69.0,direct
2026-01-09,Ryder,SKU0069,Wilde - Himalayan Pink Salt,Wilde Variety,Beverage - Energy,4.5,2.17,1,2.33,51.8,direct
2026-01-09,Strictly Cedar Park,SKU0167,Keebler Fudge Stripes Mini,Keebler Fudge Stripes Mini,Snack - Energy Bar,1.25,0.37,1,0.88,70.4,direct
2026-01-09,415 Colorado,SKU0029,Barebells,Barebells Variety,Snack - Energy Bar,4.5,1.95,1,2.55,56.7,direct
2026-01-09,Strictly Breakroom,SKU0243,PopChips - Variety,Popchip Variety,Snack - Chips,2.0,0.62,1,1.38,69.0,direct
2026-01-09,Strictly Breakroom,SKU0121,Fairlife,Fairlife,Snack - Chips,3.75,1.89,1,1.86,49.6,direct
2026-01-09,Strictly Breakroom,SKU0069,Wilde - Himalayan Pink Salt,Wilde Variety,Beverage - Energy,4.25,2.17,1,2.08,48.9,direct
2026-01-09,Strictly Breakroom,SKU0354,Unwell Strawberry,Unwell Strawberry,Frozen - Ice Cream,3.25,1.0,1,2.25,69.2,direct
2026-01-09,Ryder,SKU0221,Munchies,Munchies,Snack - Energy Bar,2.0,0.46,1,1.54,77.0,direct
2026-01-09,Ryder,SKU0329,Sunkist Grape 12oz,Sunkist Grape 12oz,Frozen - Ice Cream,1.5,0.5,1,1.0,66.7,direct
2026-01-09,The Nine at West Campus,SKU0072,Celsius,Celsius Variety,Frozen - Ice Cream,4.5,1.33,1,3.17,70.4,direct
2026-01-09,The Bowen,SKU0109,Diet Coke 16.9oz,Diet Coke 16.9oz,Snack - Chips,3.0,0.74,1,2.26,75.3,direct
2026-01-09,Goodwin,SKU0264,Red Bull 12oz,Red Bull 12oz,Frozen - Meal,4.5,2.25,1,2.25,50.0,direct
2026-01-09,Goodwin,SKU0121,Fairlife,Fairlife,Snack - Chips,3.75,1.89,1,1.86,49.6,direct
2026-01-09,The Bowen,SKU0186,Lay's STAX Sour Cream & Onion,Lay's STAX Sour Cream & Onion,Snack - Energy Bar,3.25,1.25,1,2.0,61.5,direct
2026-01-09,The Met,SKU0121,Fairlife,Fairlife,Snack - Chips,3.75,1.89,1,1.86,49.6,direct
2026-01-09,The Met,SKU0269,Red Bull 12oz Orange,Red Bull 12oz Orange,Snack - Candy,4.5,2.25,1,2.25,50.0,direct
2026-01-09,Goodwin,SKU0216,Monster Ultra 16oz,Monster Ultra 16oz,Beverage - Soda,4.25,1.62,1,2.63,61.9,direct
2026-01-09,Goodwin,FAMILY_BAKED_LAY_VARIETY,Baked Lay Variety,Baked Lay Variety,Snack - Candy,2.0,0.62,1,1.38,69.0,family
2026-01-09,The Bowen,SKU0097,Coca Cola 16.9oz,Coca Cola 16.9oz,Beverage - Soda,3.0,0.74,1,2.26,75.3,direct
2026-01-09,West Bank,SKU0265,Red Bull 12oz Sugar Free,Red Bull 12oz Sugar Free,Frozen - Meal,4.5,2.25,1,2.25,50.0,direct
2026-01-09,West Bank,SKU0029,Barebells,Barebells Variety,Snack - Energy Bar,4.5,1.95,1,2.55,56.7,direct
2026-01-09,Goodwin,SKU0060,Built - Peanut Butter Cup,Built Variety,Snack - Energy Bar,4.0,1.53,1,2.47,61.8,direct
2026-01-09,Johnstone Plumbing,SKU0216,Monster Ultra 16oz,Monster Ultra 16oz,Beverage - Soda,4.25,1.62,1,2.63,61.9,direct
2026-01-09,The Bowen,SKU0256,Powerade Zero - Fruit Punch,Powerade Zero Variety,Frozen - Ice Cream,3.0,0.71,1,2.29,76.3,direct
2026-01-09,The Bowen,SKU0057,Boom Chicka Pop Sweet & Salty,Boom Chicka Pop Sweet & Salty,Snack - Chips,4.25,1.25,1,3.0,70.6,direct
2026-01-09,The Bowen,SKU0231,Oreo Cakesters,Oreo Cakesters,Snack - Pastry,3.0,1.25,1,1.75,58.3,direct
2026-01-09,The Bowen,SKU0265,Red Bull 12oz Sugar Free,Red Bull 12oz Sugar Free,Frozen - Meal,4.5,2.25,1,2.25,50.0,direct
2026-01-09,Ryder,SKU0329,Sunkist Grape 12oz,Sunkist Grape 12oz,Frozen - Ice Cream,1.5,0.5,1,1.0,66.7,direct
2026-01-09,Ryder,SKU0221,Munchies,Munchies,Snack - Energy Bar,2.0,0.46,1,1.54,77.0,direct
2026-01-09,The Bowen,SKU0180,La Colombe - Oatmilk Vanilla,La Colombe - Vanilla,Snack - Chips,4.25,1.92,1,2.33,54.8,direct
2026-01-09,The Met,SKU0356,Uptime - Blood Orange,Uptime Variety,Frozen - Ice Cream,4.5,1.75,1,2.75,61.1,direct
2026-01-09,Strictly Surgery Center,SKU0202,Lunchable Ham/Cheddar 1.9oz,Lunchable Variety,Snack - Candy,3.0,1.0,1,2.0,66.7,direct
2026-01-09,Strictly Surgery Center,SKU0165,Kars Trail Mix,Kars Trail Mix,Beverage - Soda,2.0,0.41,1,1.59,79.5,direct
2026-01-09,Strictly Surgery Center,SKU0238,Paleo Valley Beef Stick Garlic Summer Sausage,Paleo Valley Beef Stick Garlic Summer Sausage,Snack - Energy Bar,3.5,1.4,1,2.1,60.0,direct
2026-01-09,Johnstone Plumbing,SKU0145,Gold Peak Unsweetened Tea,Gold Peak Unsweetened Tea,Frozen - Ice Cream,2.5,0.94,1,1.56,62.4,direct
2026-01-09,Johnstone Plumbing,SKU0264,Red Bull 12oz,Red Bull 12oz,Frozen - Meal,4.5,2.25,1,2.25,50.0,direct
2026-01-09,Johnstone Plumbing,SKU0072,Celsius,Celsius Variety,Frozen - Ice Cream,4.25,1.33,1,2.92,68.7,direct
2026-01-09,Ryder,SKU0264,Red Bull 12oz,Red Bull 12oz,Frozen - Meal,4.0,2.25,1,1.75,43.8,direct
2026-01-09,415 Colorado,SKU0178,La Colombe - Vanilla,La Colombe - Vanilla,Beverage - Coffee,4.5,1.92,1,2.58,57.3,direct
2026-01-09,Goodwin,SKU0136,Gatorade Frost - Riptide Rush 20oz,Gatorade Frost - Riptide Rush,Beverage - Energy,3.0,0.75,1,2.25,75.0,direct
2026-01-09,Goodwin,SKU0069,Wilde - Himalayan Pink Salt,Wilde Variety,Beverage - Energy,4.5,2.17,1,2.33,51.8,direct
2026-01-09,Goodwin,SKU0178,La Colombe - Vanilla,La Colombe - Vanilla,Beverage - Coffee,4.0,1.92,1,2.08,52.0,direct
2026-01-09,The Bowen,SKU0230,Oreo Cookies,Oreo Cookies,Snack - Chips,2.5,0.45,1,2.05,82.0,direct
2026-01-09,Strictly Surgery Center,SKU0131,Garden Veggie Straws,Veggie Straws Variety,Snack - Chips,2.5,0.47,1,2.03,81.2,direct
2026-01-09,West Bank,SKU0131,Garden Veggie Straws,Veggie Straws Variety,Snack - Chips,2.0,0.47,1,1.53,76.5,direct
2026-01-09,West Bank,SKU0238,Paleo Valley Beef Stick Garlic Summer Sausage,Paleo Valley Beef Stick Garlic Summer Sausage,Snack - Energy Bar,3.5,1.4,1,2.1,60.0,direct
2026-01-09,West Bank,SKU0239,Paleo Valley Beef Stick Jalapeno 1oz,Paleo Valley Beef Stick Jalapeno 1oz,Snack - Chips,3.5,1.4,1,2.1,60.0,direct
2026-01-09,The Bowen,SKU0356,Uptime - Blood Orange,Uptime Variety,Frozen - Ice Cream,4.5,1.75,1,2.75,61.1,direct
2026-01-09,415 Colorado,SKU0356,Uptime - Blood Orange,Uptime Variety,Frozen - Ice Cream,4.5,1.75,1,2.75,61.1,direct
2026-01-09,The Bowen Freezer,SKU0345,Trader Joe’s Teriyaki Chicken Bowl,Trader Joe’s Teriyaki Chicken Bowl,Beverage - Hydration,9.25,4.79,1,4.46,48.2,direct
2026-01-09,Goodwin,SKU0307,Sour Patch Kids 2oz,Sour Patch Kids 2oz,Beverage - Energy,3.0,0.9,1,2.1,70.0,direct
2026-01-09,Goodwin,SKU0048,Bloom Pop - Shirley Temple,Bloom Pop Variety,Beverage - Soda,2.5,0.5,1,2.0,80.0,direct
2026-01-09,Goodwin,SKU0221,Munchies,Munchies,Snack - Energy Bar,2.0,0.46,1,1.54,77.0,direct
2026-01-09,The Met,SKU0230,Oreo Cookies,Oreo Cookies,Snack - Chips,2.5,0.45,1,2.05,82.0,direct
2026-01-09,The Met,SKU0216,Monster Ultra 16oz,Monster Ultra 16oz,Beverage - Soda,4.25,1.62,1,2.63,61.9,direct
2026-01-09,The Met,SKU0205,M&M Peanuts,M&M Peanuts,Frozen - Meal,2.5,1.09,1,1.41,56.4,direct
2026-01-09,The Met,SKU0174,KitKat,KitKat,Beverage - Coffee,2.5,0.94,1,1.56,62.4,direct
2026-01-09,The Met,SKU0172,Kind Bar - Caramel Almond & Sea Salt,Kind Bar Variety,Beverage - Coffee,3.0,0.8,1,2.2,73.3,direct
2026-01-09,The Bowen,SKU0086,Chester's Fries Ranch,Chester's Fries Ranch,Snack - Chips,3.0,1.25,1,1.75,58.3,direct
2026-01-09,The Met,SKU0109,Diet Coke 16.9oz,Diet Coke 16.9oz,Snack - Chips,3.0,0.74,1,2.26,75.3,direct
2026-01-09,Strictly Surgery Center,SKU0097,Coca Cola 16.9oz,Coca Cola 16.9oz,Beverage - Soda,3.0,0.74,1,2.26,75.3,direct
2026-01-09,West Bank,SKU0346,Trolli,Trolli,Beverage - Energy,4.0,1.52,1,2.48,62.0,direct
2026-01-09,Goodwin,SKU0113,Dr Pepper 16.9oz,Dr Pepper 16.9oz,Snack - Beef Stick,3.0,0.74,1,2.26,75.3,direct
2026-01-09,Johnstone Plumbing,SKU0123,Famous Amos,Famous Amos,Snack - Chips,2.5,0.43,1,2.07,82.8,direct
2026-01-09,West Bank,SKU0280,Ritz Toasted Chips Sour Cream & Onion 2.5 oz,Ritz Toasted Chips Sour Cream & Onion 2.5 oz,Snack - Energy Bar,3.5,1.25,1,2.25,64.3,direct
2026-01-09,Strictly Surgery Center,SKU0205,M&M Peanuts,M&M Peanuts,Frozen - Meal,2.5,1.09,1,1.41,56.4,direct
2026-01-09,Strictly Surgery Center,SKU0109,Diet Coke 16.9oz,Diet Coke 16.9oz,Snack - Chips,3.0,0.74,1,2.26,75.3,direct
2026-01-09,Strictly Surgery Center,SKU0295,Smart Water 23.7oz,Smart Water 23.7oz,Frozen - Ice Cream,3.5,1.0,1,2.5,71.4,direct
2026-01-09,Goodwin,SKU0025,Baked Fritos Lays Variety,Baked Lay Variety,Snack - Candy,2.0,0.62,1,1.38,69.0,direct
2026-01-09,Strictly Surgery Center,SKU0317,Stardust Lunch-To-Go Tuna,Stardust Lunch-To-Go Tuna,Snack - Chips,3.5,1.56,1,1.94,55.4,direct
2026-01-09,Strictly Surgery Center,SKU0390,Snickers,Snickers,,2.5,1.09,1,1.41,56.4,direct
2026-01-09,The Bowen,SKU0008,Alani Breezeberry,Alani Variety,Beverage - Energy,4.5,1.25,1,3.25,72.2,direct
2026-01-09,Strictly Cedar Park,SKU0097,Coca Cola 16.9oz,Coca Cola 16.9oz,Beverage - Soda,2.5,0.74,1,1.76,70.4,direct
2026-01-09,The Bowen,SKU0286,San Pellegrino,San Pellegrino,Snack - Candy,3.0,0.9,1,2.1,70.0,direct
2026-01-09,The Bowen,SKU0174,KitKat,KitKat,Beverage - Coffee,2.5,0.94,1,1.56,62.4,direct
2026-01-09,415 Colorado Freezer,SKU0344,Trader Joe’s Chiicken Burrito Bowl,Trader Joe’s Chicken Burrito Bowl,Snack - Candy,8.5,3.49,1,5.01,58.9,direct
2026-01-09,The Met,SKU0044,Bloom Energy - Peach Mango,Bloom Variety,Beverage - Energy,4.5,1.33,1,3.17,70.4,direct
2026-01-09,Ryder,SKU0292,Skittles Tropical,Skittles Tropical,Beverage - Juice,2.0,1.11,1,0.89,44.5,direct
2026-01-09,The Met,SKU0178,La Colombe - Vanilla,La Colombe - Vanilla,Beverage - Coffee,4.0,1.92,1,2.08,52.0,direct
2026-01-09,West Bank,SKU0346,Trolli,Trolli,Beverage - Energy,4.0,1.52,1,2.48,62.0,direct
2026-01-09,The Met,SKU0072,Celsius,Celsius Variety,Frozen - Ice Cream,4.5,1.33,1,3.17,70.4,direct
2026-01-09,The Bowen,SKU0133,Gatorade Frost - Glacier Cherry,Gatorade Frost - Glacier Cherry,Beverage - Hydration,3.0,0.75,1,2.25,75.0,direct
2026-01-10,The Bowen Freezer,SKU0378,Yasso Frozen Greek Yogurt Creamy Mango,Yasso Frozen Greek Yogurt Creamy Mango,,3.25,1.0,1,2.25,69.2,direct
2026-01-10,The Met Freezer,SKU0342,Trader Joe's Green Chile Chicken Bowl 9.5oz,Trader Joe's Green Chile Chicken Bowl 9.5oz,Frozen - Ice Cream,9.25,3.99,1,5.26,56.9,direct
2026-01-10,The Met Freezer,SKU0161,Hot Pocket Pepperoni Pizza 4.5,Hot Pocket Pepperoni Pizza 4.5,Snack - Beef Stick,6.0,0.79,2,4.42,73.7,direct
2026-01-10,The Met,SKU0341,Trader Joe's Chile Lime Pork Rinds,Trader Joe's Chile Lime Pork Rinds,Snack - Candy,6.25,2.49,1,3.76,60.2,direct
2026-01-10,415 Colorado,SKU0197,Lenny & Larry’s - Peanut Butter Chocolate Chip,Lenny & Larry's Variety,Beverage - Energy,3.5,1.11,1,2.39,68.3,direct
2026-01-10,The Nine at West Campus,SKU0097,Coca Cola 16.9oz,Coca Cola 16.9oz,Beverage - Soda,3.0,0.74,1,2.26,75.3,direct
2026-01-10,415 Colorado,SKU0190,Legendary Pastry - Blueberry,Legendary Variety,Snack - Energy Bar,4.5,1.98,1,2.52,56.0,direct
2026-01-10,The Bowen Freezer,SKU0336,Thelma's Ice Cream Sandwich Monster 6fl oz,Thelma's Ice Cream Sandwich Monster 6fl oz,Snack - Chips,6.0,3.13,1,2.87,47.8,direct
2026-01-10,415 Colorado,SKU0349,Twix,Twix,Beverage - Energy,3.0,0.94,1,2.06,68.7,direct
2026-01-10,The Met,SKU0205,M&M Peanuts,M&M Peanuts,Frozen - Meal,2.5,1.09,1,1.41,56.4,direct
2026-01-10,The Bowen,SKU0133,Gatorade Frost - Glacier Cherry,Gatorade Frost - Glacier Cherry,Beverage - Hydration,3.0,0.75,1,2.25,75.0,direct
2026-01-10,The Bowen,SKU0230,Oreo Cookies,Oreo Cookies,Snack - Chips,2.5,0.45,1,2.05,82.0,direct
2026-01-10,The Bowen Freezer,SKU0352,Uncrustable Peanut Butter & Strawberry Jam Sandwich,Uncrustable Peanut Butter & Strawberry Jam Sandwich,Frozen - Meal,2.5,0.62,1,1.88,75.2,direct
2026-01-10,The Met,SKU0264,Red Bull 12oz,Red Bull 12oz,Frozen - Meal,4.5,2.25,1,2.25,50.0,direct
2026-01-10,The Nine at West Campus,SKU0072,Celsius,Celsius Variety,Frozen - Ice Cream,4.5,1.33,1,3.17,70.4,direct
2026-01-10,The Bowen Freezer,SKU0334,Thelma's Ice Cream Sandwich Chocolate Chip 6oz,Thelma's Ice Cream Sandwich Chocolate Chip 6oz,Snack - Chips,6.0,3.13,1,2.87,47.8,direct
